,Price,Street Address,Bed,Bath,Listing Area,Certificate,Jakarta Division
20954,4300000000.0,Pulo Gadung,3,3,144,SHM - Sertifikat Hak Milik,EAST
20956,3800000000.0,Jakarta Garden City/JGC,4,3,126,PPJB - Perjanjian Pengikatan Jual Beli,EAST
20957,5350000000.0,Cijantung,5,3,300,SHM - Sertifikat Hak Milik,EAST
20958,1750000000.0,Cakung,3,3,74,PPJB - Perjanjian Pengikatan Jual Beli,EAST
20959,1900000000.0,Jakarta Garden City/JGC,4,3,63,SHM - Sertifikat Hak Milik,EAST
20960,7000000000.0,Pulomas,5,4,300,SHM - Sertifikat Hak Milik,EAST
20961,1377448800.0,Cibubur,3,2,89,SHM - Sertifikat Hak Milik,EAST
20962,1800000000.0,Condet,3,2,86,SHM - Sertifikat Hak Milik,EAST
20964,350000000.0,Condet,2,2,50,SHM - Sertifikat Hak Milik,EAST
20965,1373610000.0,Rawamangun,2,2,67,SHM - Sertifikat Hak Milik,EAST
20967,2750000000.0,Rawamangun,4,2,120,SHM - Sertifikat Hak Milik,EAST
20970,5500000000.0,Pulomas,5,4,281,SHM - Sertifikat Hak Milik,EAST
20971,1200000000.0,Kalisari,3,2,75,SHM - Sertifikat Hak Milik,EAST
20972,1687950000.0,Rawamangun,3,2,74,SHM - Sertifikat Hak Milik,EAST
20973,3200000000.0,Pulomas,2,2,120,SHM - Sertifikat Hak Milik,EAST
20974,950000000.0,Pondok Kopi,2,2,100,SHM - Sertifikat Hak Milik,EAST
20975,950000000.0,Pulomas,4,2,80,SHM - Sertifikat Hak Milik,EAST
20976,2750000000.0,Pondok Bambu,5,4,269,SHM - Sertifikat Hak Milik,EAST
20977,1650000000.0,Cakung,5,3,115,SHM - Sertifikat Hak Milik,EAST
20978,2500000000.0,Jatinegara,3,2,250,SHGB - Hak Guna Bangunan,EAST
20979,1630000000.0,Otista,4,3,120,SHM - Sertifikat Hak Milik,EAST
20980,1650000000.0,Otista,4,3,120,SHM - Sertifikat Hak Milik,EAST
20985,2100000000.0,Duren Sawit,3,3,100,SHM - Sertifikat Hak Milik,EAST
20986,2100000000.0,Pondok Kelapa,4,3,120,SHM - Sertifikat Hak Milik,EAST
20987,1250000000.0,Cibubur,2,2,125,SHGB - Hak Guna Bangunan,EAST
20988,4600000000.0,Cibubur,4,4,300,SHM - Sertifikat Hak Milik,EAST
20989,1500000000.0,Cibubur,3,2,160,SHM - Sertifikat Hak Milik,EAST
20990,2000000000.0,Cibubur,4,4,250,SHM - Sertifikat Hak Milik,EAST
20991,2300000000.0,Kota Wisata Cibubur,4,3,200,SHM - Sertifikat Hak Milik,EAST
20992,1200000000.0,Kramat Jati,4,3,150,AJB - Akta Jual Beli,EAST
20993,1212000000.0,Condet,3,2,72,SHM - Sertifikat Hak Milik,EAST
20994,1368500000.0,Condet,3,3,100,SHM - Sertifikat Hak Milik,EAST
20995,1700000000.0,Jatiwaringin,4,3,120,SHM - Sertifikat Hak Milik,EAST
20996,1600000000.0,Jatiwaringin,4,4,113,SHM - Sertifikat Hak Milik,EAST
20997,6500000000.0,Rawamangun,5,2,309,Tanah Girik / Rincik / Kikitir,EAST
20998,2100000000.0,Pasar Rebo,3,3,127,SHGB - Hak Guna Bangunan,EAST
21000,950000000.0,Pasar Rebo,3,2,74,SHM - Sertifikat Hak Milik,EAST
21004,2800000000.0,Kayu Putih,3,2,138,SHM - Sertifikat Hak Milik,EAST
21005,386000000.0,Cibubur,2,1,45,SHM - Sertifikat Hak Milik,EAST
21006,1400000000.0,Cakung,3,1,150,SHM - Sertifikat Hak Milik,EAST
21007,950000000.0,Utan Kayu,4,3,72,AJB - Akta Jual Beli,EAST
21009,2500000000.0,Utan Kayu,5,3,126,SHM - Sertifikat Hak Milik,EAST
21011,2900000000.0,Makasar,5,4,178,SHM - Sertifikat Hak Milik,EAST
21014,2800000000.0,Cakung,3,2,75,PPJB - Perjanjian Pengikatan Jual Beli,EAST
21015,2700000000.0,Rawamangun,3,2,110,SHM - Sertifikat Hak Milik,EAST
21016,975000000.0,Matraman,3,1,96,AJB - Akta Jual Beli,EAST
21018,1300000000.0,Lubang Buaya,3,2,120,SHM - Sertifikat Hak Milik,EAST
21019,2350000000.0,Jakarta Garden City/JGC,5,3,235,SHGB - Hak Guna Bangunan,EAST
21020,1800000000.0,Kayu Putih,4,3,250,SHM - Sertifikat Hak Milik,EAST
21021,1700000000.0,Cakung,5,3,150,SHM - Sertifikat Hak Milik,EAST
21023,2800000000.0,Jakarta Garden City/JGC,3,2,75,PPJB - Perjanjian Pengikatan Jual Beli,EAST
21024,2000000000.0,Kota Wisata Cibubur,4,4,130,SHGB - Hak Guna Bangunan,EAST
21025,1055000000.0,Kota Wisata Cibubur,2,2,75,SHGB - Hak Guna Bangunan,EAST
21026,3200000000.0,Duren Sawit,5,4,300,SHM - Sertifikat Hak Milik,EAST
21027,1900000000.0,Cakung,2,1,120,SHM - Sertifikat Hak Milik,EAST
21028,1750000000.0,Cakung,3,2,84,SHM - Sertifikat Hak Milik,EAST
21029,2850000000.0,Taman Modern,4,3,175,SHM - Sertifikat Hak Milik,EAST
21030,2100000000.0,Pondok Kelapa,4,3,120,SHM - Sertifikat Hak Milik,EAST
21031,6000000000.0,Cawang,4,1,100,SHGB - Hak Guna Bangunan,EAST
21035,877000000.0,Cipayung,2,1,55,SHM - Sertifikat Hak Milik,EAST
21036,3300000000.0,Rawamangun,3,2,200,SHM - Sertifikat Hak Milik,EAST
21037,6000000000.0,Cawang,2,2,80,SHM - Sertifikat Hak Milik,EAST
21038,3975000000.0,Kalimalang,4,3,230,SHM - Sertifikat Hak Milik,EAST
21043,2000000000.0,Duren Sawit,3,2,145,SHM - Sertifikat Hak Milik,EAST
21044,699000000.0,Lubang Buaya,2,2,50,SHM - Sertifikat Hak Milik,EAST
21045,826600000.0,Cipayung,3,2,70,SHM - Sertifikat Hak Milik,EAST
21046,485000000.0,Cipayung,2,1,36,SHM - Sertifikat Hak Milik,EAST
21047,675000000.0,Kramat Jati,2,2,65,SHM - Sertifikat Hak Milik,EAST
21048,1450000000.0,Taman Modern,2,1,72,SHM - Sertifikat Hak Milik,EAST
21051,4131000000.0,Cipinang,4,4,190,SHM - Sertifikat Hak Milik,EAST
21052,1450000000.0,Taman Modern,2,1,72,SHM - Sertifikat Hak Milik,EAST
21053,6000000000.0,Pulomas,3,3,235,SHM - Sertifikat Hak Milik,EAST
21055,6500000000.0,Pulomas,3,3,250,Hak Pakai,EAST
21057,1450000000.0,Taman Modern,2,1,72,SHM - Sertifikat Hak Milik,EAST
21058,2200000000.0,Jl. Bekasi Raya,3,3,125,SHM - Sertifikat Hak Milik,EAST
21060,2250000000.0,Condet,4,3,85,SHM - Sertifikat Hak Milik,EAST
21062,885000000.0,Cibubur,3,2,75,SHM - Sertifikat Hak Milik,EAST
21064,3000000000.0,Cakung,5,4,159,SHM - Sertifikat Hak Milik,EAST
21066,6000000000.0,Cawang,4,1,100,SHGB - Hak Guna Bangunan,EAST
21068,1700000000.0,Duren Sawit,2,2,90,SHM - Sertifikat Hak Milik,EAST
21069,3100000000.0,Jatinegara,3,1,150,SHM - Sertifikat Hak Milik,EAST
21072,2800000000.0,Pondok Kelapa,4,3,150,SHM - Sertifikat Hak Milik,EAST
21073,4000000000.0,Cililitan,2,2,113,SHM - Sertifikat Hak Milik,EAST
21074,2500000000.0,Duren Sawit,3,2,200,SHM - Sertifikat Hak Milik,EAST
21075,6500000000.0,Duren Sawit,4,3,104,SHM - Sertifikat Hak Milik,EAST
21076,842000000.0,Pondok Ranggon,3,3,112,SHM - Sertifikat Hak Milik,EAST
21079,6000000000.0,Cawang,4,2,100,SHM - Sertifikat Hak Milik,EAST
21080,260000000.0,Cibubur,2,1,45,SHM - Sertifikat Hak Milik,EAST
21082,680000000.0,Cibubur,2,1,39,SHM - Sertifikat Hak Milik,EAST
21083,2000000000.0,Taman Modern,4,4,150,SHM - Sertifikat Hak Milik,EAST
21084,365000000.0,Cibubur,2,1,30,SHM - Sertifikat Hak Milik,EAST
21085,595000000.0,Cibubur,3,2,100,SHM - Sertifikat Hak Milik,EAST
21086,3500000000.0,Kayu Putih,3,3,200,SHM - Sertifikat Hak Milik,EAST
21087,3500000000.0,Duren Sawit,5,4,360,SHM - Sertifikat Hak Milik,EAST
21090,4200000000.0,Pulomas,4,4,228,SHM - Sertifikat Hak Milik,EAST
21091,510000000.0,Cibubur,3,1,70,SHM - Sertifikat Hak Milik,EAST
21092,425000000.0,Cibubur,2,1,38,SHM - Sertifikat Hak Milik,EAST
21093,2600000000.0,Jl. Bekasi Raya,3,3,156,SHM - Sertifikat Hak Milik,EAST
21094,2200000000.0,Kayu Putih,3,2,120,SHM - Sertifikat Hak Milik,EAST
21095,275000000.0,Cibubur,2,1,50,SHM - Sertifikat Hak Milik,EAST
21096,1750000000.0,Cakung,3,2,75,AJB - Akta Jual Beli,EAST
21097,180000000.0,Cibubur,3,1,50,SHM - Sertifikat Hak Milik,EAST
21098,240000000.0,Cibubur,2,1,50,SHM - Sertifikat Hak Milik,EAST
21102,4300000000.0,Cakung,5,3,264,SHM - Sertifikat Hak Milik,EAST
21103,1650000000.0,Cakung,3,3,120,SHM - Sertifikat Hak Milik,EAST
21104,1500000000.0,Cakung,3,2,100,SHM - Sertifikat Hak Milik,EAST
21106,2300000000.0,Condet,5,3,180,SHM - Sertifikat Hak Milik,EAST
21107,6000000000.0,Cawang,4,2,100,SHM - Sertifikat Hak Milik,EAST
21108,2750000000.0,Rawamangun,3,2,174,SHM - Sertifikat Hak Milik,EAST
21109,5000000000.0,Cibubur,3,4,240,SHM - Sertifikat Hak Milik,EAST
21111,2500000000.0,Jakarta Garden City/JGC,3,2,147,SHM - Sertifikat Hak Milik,EAST
21112,3800000000.0,Cakung,5,4,220,SHM - Sertifikat Hak Milik,EAST
21113,3450000000.0,Pondok Kelapa,5,4,250,SHM - Sertifikat Hak Milik,EAST
21115,2900000000.0,Jakarta Garden City/JGC,4,4,200,SHM - Sertifikat Hak Milik,EAST
21116,1950000000.0,Rawamangun,4,3,120,SHM - Sertifikat Hak Milik,EAST
21119,4500000000.0,Kayu Putih,3,3,330,SHM - Sertifikat Hak Milik,EAST
21122,1350000000.0,Pulo Gebang,3,2,150,SHM - Sertifikat Hak Milik,EAST
21123,3800000000.0,Cakung,4,3,135,PPJB - Perjanjian Pengikatan Jual Beli,EAST
21125,1800000000.0,Pulo Gebang,3,3,120,SHM - Sertifikat Hak Milik,EAST
21126,2100000000.0,Cakung,3,2,75,SHM - Sertifikat Hak Milik,EAST
21127,3800000000.0,Jakarta Garden City/JGC,4,3,135,PPJB - Perjanjian Pengikatan Jual Beli,EAST
21128,285000000.0,Halim,2,1,30,AJB - Akta Jual Beli,EAST
21129,285000000.0,Halim,2,1,30,AJB - Akta Jual Beli,EAST
21132,3900000000.0,Cawang,3,2,120,SHM - Sertifikat Hak Milik,EAST
21134,6700000000.0,Pondok Kelapa,3,3,250,SHM - Sertifikat Hak Milik,EAST
21136,2750000000.0,Rawamangun,3,2,144,SHM - Sertifikat Hak Milik,EAST
21137,2400000000.0,Pondok Kelapa,5,3,250,SHM - Sertifikat Hak Milik,EAST
21139,3000000000.0,Jl. Bekasi Raya,5,4,170,SHM - Sertifikat Hak Milik,EAST
21140,5500000000.0,Pulomas,3,3,290,SHM - Sertifikat Hak Milik,EAST
21142,2500000000.0,Rawamangun,3,3,220,SHM - Sertifikat Hak Milik,EAST
21144,1500000000.0,Cijantung,4,2,180,SHM - Sertifikat Hak Milik,EAST
21145,5800000000.0,Pulo Gadung,5,4,300,SHM - Sertifikat Hak Milik,EAST
21147,1998000000.0,Cakung,4,3,115,SHM - Sertifikat Hak Milik,EAST
21149,4800000000.0,Kayu Putih,5,4,174,SHM - Sertifikat Hak Milik,EAST
21150,2000000000.0,Pondok Bambu,4,2,80,SHM - Sertifikat Hak Milik,EAST
21151,1700000000.0,Cakung,4,3,180,SHM - Sertifikat Hak Milik,EAST
21153,950000000.0,Pondok Kopi,2,2,90,SHM - Sertifikat Hak Milik,EAST
21154,2900000000.0,Jakarta Garden City/JGC,5,4,200,PPJB - Perjanjian Pengikatan Jual Beli,EAST
21155,2195000000.0,Cipayung,4,4,145,SHM - Sertifikat Hak Milik,EAST
21156,1150000000.0,Condet,4,2,98,SHM - Sertifikat Hak Milik,EAST
21157,1100000000.0,Cilangkap,4,3,150,SHM - Sertifikat Hak Milik,EAST
21158,2300000000.0,Jakarta Garden City/JGC,4,3,90,SHM - Sertifikat Hak Milik,EAST
21159,2000000000.0,Jatiwaringin,4,3,112,SHM - Sertifikat Hak Milik,EAST
21160,950000000.0,Cijantung,2,2,50,SHM - Sertifikat Hak Milik,EAST
21162,2400000000.0,Pondok Kelapa,5,4,150,SHM - Sertifikat Hak Milik,EAST
21164,2200000000.0,Pondok Kelapa,5,3,180,SHM - Sertifikat Hak Milik,EAST
21165,1300000000.0,Pondok Kelapa,3,3,117,SHM - Sertifikat Hak Milik,EAST
21166,2600000000.0,Cipayung,4,3,134,SHM - Sertifikat Hak Milik,EAST
21167,285000000.0,Cililitan,2,1,30,AJB - Akta Jual Beli,EAST
21168,2400000000.0,Duren Sawit,4,4,200,SHM - Sertifikat Hak Milik,EAST
21169,4800000000.0,Pondok Kelapa,4,3,200,SHM - Sertifikat Hak Milik,EAST
21170,2180000000.0,Jatiwaringin,4,4,114,SHM - Sertifikat Hak Milik,EAST
21171,2300000000.0,Pondok Kelapa,4,3,120,SHM - Sertifikat Hak Milik,EAST
21172,285000000.0,Cililitan,2,1,30,AJB - Akta Jual Beli,EAST
21173,2600000000.0,Kampung Ambon,4,3,200,SHM - Sertifikat Hak Milik,EAST
21174,3900000000.0,Halim,4,3,191,SHM - Sertifikat Hak Milik,EAST
21175,975000000.0,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST
21177,360000000.0,Pasar Rebo,2,1,36,SHM - Sertifikat Hak Milik,EAST
21178,360000000.0,Pasar Rebo,2,1,32,SHM - Sertifikat Hak Milik,EAST
21179,1850000000.0,Rawamangun,3,2,90,SHM - Sertifikat Hak Milik,EAST
21180,3000000000.0,Rawamangun,5,3,200,SHM - Sertifikat Hak Milik,EAST
21181,3300000000.0,Rawamangun,4,4,185,SHM - Sertifikat Hak Milik,EAST
21182,2000000000.0,Jakarta Garden City/JGC,3,3,63,SHGB - Hak Guna Bangunan,EAST
21184,2000000000.0,Jakarta Garden City/JGC,3,3,63,SHGB - Hak Guna Bangunan,EAST
21185,2600000000.0,Cawang,3,2,100,SHM - Sertifikat Hak Milik,EAST
21186,698000005.0,Duren Sawit,3,1,70,SHM - Sertifikat Hak Milik,EAST
21187,5900000000.0,Matraman,5,4,200,SHM - Sertifikat Hak Milik,EAST
21188,5200000000.0,Cawang,3,3,250,SHM - Sertifikat Hak Milik,EAST
21189,2000000000.0,Jakarta Garden City/JGC,3,3,63,SHGB - Hak Guna Bangunan,EAST
21190,2000000000.0,Jakarta Garden City/JGC,3,3,63,SHGB - Hak Guna Bangunan,EAST
21191,2000000000.0,Jakarta Garden City/JGC,3,3,63,SHGB - Hak Guna Bangunan,EAST
21193,2000000000.0,Jakarta Garden City/JGC,3,3,63,SHGB - Hak Guna Bangunan,EAST
21194,2300000000.0,Jakarta Garden City/JGC,4,3,90,Sertifikat Belum Pecah,EAST
21195,2000000000.0,Jakarta Garden City/JGC,3,3,63,SHGB - Hak Guna Bangunan,EAST
21196,3500000000.0,Rawamangun,5,3,87,SHM - Sertifikat Hak Milik,EAST
21197,2000000000.0,Jakarta Garden City/JGC,3,3,63,SHGB - Hak Guna Bangunan,EAST
21199,635000011.0,Cawang,2,2,50,SHM - Sertifikat Hak Milik,EAST
21200,2000000000.0,Jakarta Garden City/JGC,3,3,63,SHGB - Hak Guna Bangunan,EAST
21201,2500000000.0,Buaran,3,3,144,SHM - Sertifikat Hak Milik,EAST
21202,2000000000.0,Jakarta Garden City/JGC,3,3,63,SHGB - Hak Guna Bangunan,EAST
21203,2000000000.0,Jakarta Garden City/JGC,3,3,63,SHGB - Hak Guna Bangunan,EAST
21204,2500000000.0,Condet,4,2,230,SHM - Sertifikat Hak Milik,EAST
21205,1500000000.0,Condet,4,2,90,SHM - Sertifikat Hak Milik,EAST
21206,400000000.0,Condet,2,2,44,AJB - Akta Jual Beli,EAST
21208,2000000000.0,Jakarta Garden City/JGC,3,3,63,SHGB - Hak Guna Bangunan,EAST
21209,2000000000.0,Jakarta Garden City/JGC,3,3,63,SHGB - Hak Guna Bangunan,EAST
21210,465000000.0,Condet,2,1,48,SHM - Sertifikat Hak Milik,EAST
21211,2000000000.0,Jakarta Garden City/JGC,3,3,63,SHGB - Hak Guna Bangunan,EAST
21212,4500000000.0,Rawamangun,4,4,180,SHM - Sertifikat Hak Milik,EAST
21214,1500000000.0,Cakung,3,2,135,SHM - Sertifikat Hak Milik,EAST
21216,400000000.0,Cakung,2,1,51,SHM - Sertifikat Hak Milik,EAST
21217,990000000.0,Cakung,3,3,150,SHM - Sertifikat Hak Milik,EAST
21218,2350000000.0,Duren Sawit,4,4,220,SHM - Sertifikat Hak Milik,EAST
21219,2100000000.0,Klender,3,3,215,SHM - Sertifikat Hak Milik,EAST
21220,650000000.0,Duren Sawit,2,1,40,SHGB - Hak Guna Bangunan,EAST
21221,1900000000.0,Duren Sawit,4,2,140,SHM - Sertifikat Hak Milik,EAST
21222,1700000000.0,Duren Sawit,4,2,135,SHM - Sertifikat Hak Milik,EAST
21223,3750000000.0,Cipinang,5,3,155,SHM - Sertifikat Hak Milik,EAST
21225,3300000000.0,Duren Sawit,5,4,300,SHM - Sertifikat Hak Milik,EAST
21226,3100000000.0,Pondok Kelapa,4,3,250,SHM - Sertifikat Hak Milik,EAST
21227,2800000000.0,Pondok Kelapa,5,4,330,SHM - Sertifikat Hak Milik,EAST
21228,2200000000.0,Pondok Kelapa,4,3,180,SHM - Sertifikat Hak Milik,EAST
21229,1250000000.0,Klender,3,1,156,SHM - Sertifikat Hak Milik,EAST
21230,750000000.0,Klender,3,1,75,SHM - Sertifikat Hak Milik,EAST
21231,750000000.0,Klender,3,1,75,SHM - Sertifikat Hak Milik,EAST
21232,750000000.0,Klender,3,1,70,SHM - Sertifikat Hak Milik,EAST
21233,2800000000.0,Duren Sawit,3,3,97,SHGB - Hak Guna Bangunan,EAST
21234,1350000000.0,Klender,2,1,90,SHM - Sertifikat Hak Milik,EAST
21236,3800000000.0,Cipinang,5,4,300,SHM - Sertifikat Hak Milik,EAST
21237,1200000000.0,Cakung,3,2,120,SHM - Sertifikat Hak Milik,EAST
21238,2500000000.0,Pondok Kelapa,4,2,190,SHM - Sertifikat Hak Milik,EAST
21239,3400000000.0,Pondok Kopi,4,3,100,SHM - Sertifikat Hak Milik,EAST
21240,1300000000.0,Duren Sawit,3,2,72,SHM - Sertifikat Hak Milik,EAST
21241,1950000000.0,Duren Sawit,3,2,100,SHM - Sertifikat Hak Milik,EAST
21242,750000000.0,Cipayung,2,2,60,SHM - Sertifikat Hak Milik,EAST
21243,2000000000.0,Pondok Kelapa,2,2,96,SHM - Sertifikat Hak Milik,EAST
21244,120000000.0,Duren Sawit,4,3,180,SHM - Sertifikat Hak Milik,EAST
21245,680000000.0,Cipayung,2,2,90,SHM - Sertifikat Hak Milik,EAST
21246,2400000000.0,Pondok Bambu,5,3,300,SHM - Sertifikat Hak Milik,EAST
21248,2350000000.0,Duren Sawit,4,4,200,SHM - Sertifikat Hak Milik,EAST
21249,2200000000.0,Pondok Kelapa,4,4,174,SHM - Sertifikat Hak Milik,EAST
21250,2200000000.0,Buaran,3,3,220,SHM - Sertifikat Hak Milik,EAST
21251,2100000000.0,Klender,4,2,140,SHM - Sertifikat Hak Milik,EAST
21252,2200000000.0,Pondok Kelapa,4,3,200,SHM - Sertifikat Hak Milik,EAST
21253,1600000000.0,Pondok Bambu,5,3,220,SHM - Sertifikat Hak Milik,EAST
21254,1500000000.0,Cipinang,3,3,120,SHM - Sertifikat Hak Milik,EAST
21256,2500000000.0,Cipayung,4,4,200,SHM - Sertifikat Hak Milik,EAST
21257,1650000000.0,Cilangkap,3,3,165,SHM - Sertifikat Hak Milik,EAST
21258,1200000000.0,Lubang Buaya,3,2,75,SHM - Sertifikat Hak Milik,EAST
21260,1215000000.0,Cipayung,3,2,78,SHM - Sertifikat Hak Milik,EAST
21261,1750000000.0,Jakarta Garden City/JGC,3,3,68,PPJB - Perjanjian Pengikatan Jual Beli,EAST
21262,930000000.0,Cipayung,3,2,75,SHM - Sertifikat Hak Milik,EAST
21263,1900000000.0,Jakarta Garden City/JGC,2,2,92,SHM - Sertifikat Hak Milik,EAST
21264,930000000.0,Cipayung,3,2,75,SHM - Sertifikat Hak Milik,EAST
21265,1450000000.0,Cakung,3,2,72,SHM - Sertifikat Hak Milik,EAST
21266,1300000000.0,Pulo Gebang,3,1,100,SHGB - Hak Guna Bangunan,EAST
21267,2200000000.0,Cakung,4,3,76,SHGB - Hak Guna Bangunan,EAST
21268,2130000000.0,Kramat Jati,4,3,135,SHM - Sertifikat Hak Milik,EAST
21269,1750000000.0,Duren Sawit,4,1,120,SHM - Sertifikat Hak Milik,EAST
21271,4600000000.0,Pulo Gadung,3,3,330,SHM - Sertifikat Hak Milik,EAST
21272,355001000.0,Cibubur,2,1,61,SHM - Sertifikat Hak Milik,EAST
21273,275000000.0,Cibubur,2,1,50,SHM - Sertifikat Hak Milik,EAST
21274,5000000000.0,Cipinang,5,4,200,SHGB - Hak Guna Bangunan,EAST
21275,6500000000.0,Pulo Asem,3,2,200,SHM - Sertifikat Hak Milik,EAST
21276,990000000.0,Cipayung,3,3,70,SHM - Sertifikat Hak Milik,EAST
21278,2200000000.0,Jakarta Garden City/JGC,3,3,150,SHGB - Hak Guna Bangunan,EAST
21279,739000000.0,Cijantung,2,2,54,SHM - Sertifikat Hak Milik,EAST
21281,5500000000.0,Cakung,3,3,180,SHM - Sertifikat Hak Milik,EAST
21285,1395000000.0,Cibubur,3,2,105,SHM - Sertifikat Hak Milik,EAST
21286,1500000000.0,Cakung,4,3,175,SHM - Sertifikat Hak Milik,EAST
21287,2390000000.0,Pondok Kopi,5,4,228,SHM - Sertifikat Hak Milik,EAST
21292,2000000000.0,Rawamangun,3,2,140,SHM - Sertifikat Hak Milik,EAST
21293,3000000000.0,Buaran,3,1,100,SHM - Sertifikat Hak Milik,EAST
21295,4500000000.0,Kayu Putih,4,3,350,SHM - Sertifikat Hak Milik,EAST
21297,1700000000.0,Lubang Buaya,4,3,110,SHM - Sertifikat Hak Milik,EAST
21298,1200000000.0,Cipayung,3,2,70,SHM - Sertifikat Hak Milik,EAST
21299,1800000000.0,Cijantung,3,2,60,SHM - Sertifikat Hak Milik,EAST
21301,950000000.0,Ciracas,3,2,96,SHM - Sertifikat Hak Milik,EAST
21303,2180000000.0,Jatiwaringin,4,3,114,SHM - Sertifikat Hak Milik,EAST
21304,1700000000.0,Cakung,3,3,74,SHGB - Hak Guna Bangunan,EAST
21305,1700000000.0,Condet,3,4,105,SHM - Sertifikat Hak Milik,EAST
21306,720000000.0,Condet,2,2,65,SHM - Sertifikat Hak Milik,EAST
21308,2700000000.0,Cakung,4,3,240,SHM - Sertifikat Hak Milik,EAST
21310,3500000000.0,Pulo Gebang,3,3,175,SHM - Sertifikat Hak Milik,EAST
21311,600000000.0,Cibubur,3,2,100,SHM - Sertifikat Hak Milik,EAST
21312,265000000.0,Cibubur,2,1,45,SHM - Sertifikat Hak Milik,EAST
21313,280000000.0,Cibubur,2,1,50,SHM - Sertifikat Hak Milik,EAST
21314,330001000.0,Cibubur,2,1,61,SHM - Sertifikat Hak Milik,EAST
21315,220000000.0,Cibubur,3,1,72,SHM - Sertifikat Hak Milik,EAST
21319,3300000000.0,Pondok Kelapa,4,3,200,SHM - Sertifikat Hak Milik,EAST
21320,3200000000.0,Duren Sawit,4,4,250,SHM - Sertifikat Hak Milik,EAST
21321,5000000000.0,Duren Sawit,3,3,300,SHM - Sertifikat Hak Milik,EAST
21322,3500000000.0,Duren Sawit,4,4,300,SHM - Sertifikat Hak Milik,EAST
21325,2600000000.0,Cipinang,4,4,250,SHM - Sertifikat Hak Milik,EAST
21327,3650000000.0,Pondok Kelapa,4,4,200,SHM - Sertifikat Hak Milik,EAST
21330,6000000000.0,Pulomas,4,4,250,SHGB - Hak Guna Bangunan,EAST
21331,1895000000.0,Jatiwaringin,4,4,120,SHM - Sertifikat Hak Milik,EAST
21332,2550000000.0,Duren Sawit,3,2,140,SHM - Sertifikat Hak Milik,EAST
21333,1610000000.0,Pasar Rebo,4,3,240,SHM - Sertifikat Hak Milik,EAST
21336,5500000000.0,Rawamangun,4,4,300,SHM - Sertifikat Hak Milik,EAST
21340,550000011.0,Duren Sawit,2,1,60,SHM - Sertifikat Hak Milik,EAST
21344,2750000000.0,Pondok Bambu,5,4,269,SHM - Sertifikat Hak Milik,EAST
21346,2950000000.0,Cipayung,5,4,114,SHM - Sertifikat Hak Milik,EAST
21349,1400000000.0,Taman Mini,4,3,230,SHM - Sertifikat Hak Milik,EAST
21352,1100000000.0,Kramat Jati,3,2,100,SHM - Sertifikat Hak Milik,EAST
21354,2500000000.0,Condet,4,4,180,SHM - Sertifikat Hak Milik,EAST
21355,1550000000.0,Condet,4,2,125,SHM - Sertifikat Hak Milik,EAST
21356,2550000000.0,Condet,4,2,150,SHM - Sertifikat Hak Milik,EAST
21357,1780000000.0,Condet,4,3,150,SHM - Sertifikat Hak Milik,EAST
21358,6750000000.0,Cakung,4,3,250,SHM - Sertifikat Hak Milik,EAST
21359,850000000.0,Condet,3,2,102,SHM - Sertifikat Hak Milik,EAST
21360,1600000000.0,Condet,4,3,130,SHM - Sertifikat Hak Milik,EAST
21361,465000000.0,Kramat Jati,2,2,50,SHM - Sertifikat Hak Milik,EAST
21362,850000000.0,Condet,2,1,60,SHM - Sertifikat Hak Milik,EAST
21363,1600000000.0,Condet,4,3,200,SHM - Sertifikat Hak Milik,EAST
21364,2000000000.0,Condet,4,2,100,SHM - Sertifikat Hak Milik,EAST
21365,2100000000.0,Condet,4,4,150,SHM - Sertifikat Hak Milik,EAST
21366,2700000000.0,Condet,5,4,200,SHM - Sertifikat Hak Milik,EAST
21368,1000000000.0,Condet,4,2,165,SHM - Sertifikat Hak Milik,EAST
21369,600000000.0,Condet,3,3,100,SHM - Sertifikat Hak Milik,EAST
21370,675000000.0,Condet,2,1,100,SHM - Sertifikat Hak Milik,EAST
21371,950000000.0,Kalisari,3,2,75,SHM - Sertifikat Hak Milik,EAST
21372,1200000000.0,Cipayung,3,2,95,SHM - Sertifikat Hak Milik,EAST
21373,4500000000.0,Cakung,4,3,215,SHGB - Hak Guna Bangunan,EAST
21374,4900000000.0,Cakung,4,3,219,SHM - Sertifikat Hak Milik,EAST
21375,1400000000.0,Condet,4,4,130,SHM - Sertifikat Hak Milik,EAST
21376,2000000000.0,Condet,3,2,150,SHM - Sertifikat Hak Milik,EAST
21377,1250000000.0,Kalisari,3,2,100,SHM - Sertifikat Hak Milik,EAST
21379,800000000.0,Condet,4,3,100,SHM - Sertifikat Hak Milik,EAST
21380,575000000.0,Condet,2,2,70,AJB - Akta Jual Beli,EAST
21381,380000000.0,Condet,2,1,27,AJB - Akta Jual Beli,EAST
21382,400000000.0,Condet,2,1,35,AJB - Akta Jual Beli,EAST
21383,620000000.0,Condet,3,2,84,SHM - Sertifikat Hak Milik,EAST
21384,950000000.0,Condet,3,3,120,SHM - Sertifikat Hak Milik,EAST
21385,1300000000.0,Condet,3,2,135,SHM - Sertifikat Hak Milik,EAST
21386,1500000000.0,Condet,4,3,160,SHM - Sertifikat Hak Milik,EAST
